792;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
801;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.60;ddt0-d0;
810;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
819;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
828;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
837;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.62;ddt0-d0;
846;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
855;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.62;ddt0-d0;
864;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.62;ddt0-d0;
873;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
882;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
891;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
900;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.60;ddt0-d0;
909;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
918;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
927;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
936;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
945;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
954;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
963;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
972;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.60;ddt0-d0;
981;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
990;tid0.00.00-00:00:00;krd-1.00000--1.00000-0;sim30-vg4.12-vc4.61;ddt0-d0;
